Question,Answer A,Answer B,Answer C,Answer D,Answer E
Indicare quale delle affermazioni sulle sinapsi elettriche è vera.,Generano una risposta immediata,Sono più complesse rispetto alle sinapsi chimiche,Utilizzano i messaggeri chimici,Presentano una fessura sinaptica tra i due terminali,Il terminale post sinaptico ha recettori specifici per il neurotrasmettitore
Quale dei seguenti strati germinali dà origine al sistema nervoso?,Ectoderma,Mesoderma,Endoderma,Epidermide,Derma
Quale delle seguenti sostanze è il neurotrasmettitore principale del sistema nervoso parasimpatico?,Acetilcolina,Vasopressina,Aldosterone,Insulina,Paratormone
Quale tra quelli elencati è il neurotrasmettitore che è coinvolto nel controllo del movimento intestinale?,Acetilcolina,Serotonina,Noradrenalina,Dopamina,Adenosina
"Se una femmina portatrice (eterozigote per un allele recessivo X-linked) ha un figlio con un maschio non affetto, qual è la probabilità che la figlia non sia affetta?",0.5,0,0.25,0.75,1
Che funzione svolge il capside nei virus?,Di rivestimento,Di riproduzione,Di riparazione,Di sintesi proteica,Di movimento
Quale delle seguenti affermazioni sulle arterie è FALSA?,Presentano valvole a nido di rondine per impedire il reflusso,Hanno la parete più spessa rispetto alle vene,Trasportano il sangue ad alta pressione,Si distinguono in arterie di conduzione e arterie di distribuzione,Sono meno numerose rispetto alle vene
Quale frase NON è corretta riguardo alla tecnologia del DNA ricombinante?,La DNA ligasi è un enzima che forma legami idrogeno tra le basi azotate del vettore e del gene da clonare,Il DNA ricombinante si forma combinando frammenti di DNA provenienti da fonti diverse,Gli enzimi di restrizione sono utilizzati per tagliare il DNA in siti specifici durante la tecnologia del DNA ricombinante,I plasmidi sono piccole molecole circolari di DNA spesso utilizzate come vettori nella tecnologia del DNA ricombinante,"La tecnologia del DNA ricombinante è una tecnica che consente di manipolare e combinare frammenti di DNA provenienti da fonti diverse, compresi organismi di specie diverse, per creare sequenze di DNA modificate"
L'atrio sinistro riceve il sangue da quale vaso?,Vene polmonari,Vena cava inferiore,Arteria carotidea,Arteria femorale,Vena giugulare
Quale meccanismo evolutivo descrive il cambiamento casuale delle frequenze alleliche dovuto a eventi fortuiti?,Deriva genetica,Flusso genico,Selezione naturale,Mutazione,Resilienza
Qual è la differenza tra immunità innata e immunità adattativa?,"L'immunità innata è presente dalla nascita, mentre l'immunità adattativa si sviluppa con l'esposizione agli antigeni","L'immunità innata è specifica, mentre l'immunità adattativa è non specifica","L'immunità innata produce anticorpi, mentre l'immunità adattativa no","L'immunità innata è limitata agli invertebrati, mentre l'immunità adattativa è presente solo nei vertebrati","L'immunità innata si attiva lentamente, mentre l'immunità adattativa si attiva rapidamente"
Quale delle seguenti strutture è responsabile dell'ossigenazione degli emisferi cerebrali?,Poligono di Willis,Coronarie,Ansa di Henle,Arteria mesenterica,Vena cava inferiore
"Come sono definite le cellule staminali che sono in grado di differenziarsi in tutti i tipi di cellule presenti nel corpo umano, ma non possono dare origine ad un organismo completo?",Cellule Staminali Pluripotenti,Cellule Staminali Totipotenti,Cellule Staminali Multipotenti,Cellule Staminali Oligopotenti,Cellule Staminali Unipotenti
Quale frase NON è corretta per quanto riguarda la sintesi proteica?,I ribosomi si muovono lungo l'mRNA in direzione 3' - 5' durante la traduzione,Gli amminoacidi sono uniti da legami peptidici,Il codone di stop segnala la fine della sintesi proteica,Possono verificarsi modifiche post-traduzionali per modificare e attivare le proteine,I codoni di stop sono tre
Quali piante sono note per la loro produzione di fiori?,Angiosperme,Gimnosperme,Pteridofite,Alghe,Felci
Quale legame chimico tiene unite due basi azotate nella struttura a doppia elica del DNA?,Legame idrogeno,Legame covalente,Legame ionico,Ponti disolfuro,Interazioni idrofobiche
"Le cellule staminali dello strato basale dell'epidermide, avendo la capacità di differenziarsi solo in cellule della pelle, a quale tipologia appartengono
?",Unipotenti,Multipotenti,Oligopotenti,Pluripotenti,Totipotenti
"La fenilchetonuria (PKU) è un disturbo autosomico recessivo causato dall'incapacità di metabolizzare la fenilalanina. Se una persona affetta da PKU ha un figlio con un portatore, qual è la probabilità che il figlio abbia la PKU?",0.5,0,0.25,0.75,1
Il potenziale di riposo di una cellula eccitabile ha un valore che si aggira tra:,-90 e -70 mV,-30 e -10 mV,-40 e -30 mV,90 e 70 mV,40 e 30 mV
Quale frase NON è corretta riguardo alla sintesi proteica?,La traduzione avviene in direzione 3' - 5' lungo l'mRNA,L'RNA di trasporto (tRNA) trasporta gli amminoacidi al ribosoma,I codoni sull'mRNA corrispondono a specifici amminoacidi,I ribosomi contengono due subunità: piccola e grande,Il primo codone riconosciuto dal tRNA è AUG
Quale delle seguenti NON è una funzione dell'apparato escretore?,Difendere l'organismo da virus e batteri,Contribuire all'omeostasi dell'organismo,Garantire un equilibrio tra acqua e soluti,Mantenere un pH costante,Eliminare le scorie
Quale frase è corretta riguardo al pancreas?,Produce ormoni che regolano i livelli di zucchero nel sangue,È una ghiandola esclusivamente endocrina,È responsabile della produzione di melatonina,Controlla la risposta dell'organismo allo stress,Produce ACTH
Indicare l'evento che NON avviene durante l'inspirazione.,Il diaframma si rilassa,I muscoli intercostali si contraggono,I polmoni si espandono,La pressione intrapolmonare diventa più negativa,I gas entrano nei polmoni
Quale è la funzione principale del muscolo trapezio?,Sollevare e ruotare la scapola,Flettere il ginocchio,Estendere l'avambraccio,Flettere la colonna vertebrale,Contrarre l'addome
Quale delle seguenti aree funzionali del cervello è associata alla comprensione del linguaggio parlato e scritto?,Area di Wernicke,Corteccia motoria primaria,Corteccia premotoria,Area motoria supplementare,Corteccia prefrontale
"L'HIV è il virus che causa l'AIDS, una malattia che intacca il sistema immunitario perché?",Perché distrugge i linfociti,Perché distrugge gli eritrociti,Perché distrugge i neuroni,Perché distrugge gli epatociti,Perché distrugge il glomerulo renale
Quale frase è corretta per quanto riguarda la funzione dell'apparato di Golgi?,Impacchetta e modifica le proteine per il trasporto,È coinvolto nella sintesi proteica,È responsabile della produzione di energia,È la sede della replicazione del DNA,Produce ATP
Quale tra le seguenti è una delle funzioni che riveste il lisozima?,Attività Antibatterica,Elemento strutturale,Attività Endocrina,Attivatore della coagulazione,Attività fotosintetica
La ptialina è un enzima digestivo che troviamo:,nella bocca,nello stomaco,nel digiuno,nel colon,nell'ileo
Come si chiama la membrana che ricopre i polmoni?,Pleura,Meninge,Timpano,Peritoneo,Pericardio
Quale dei seguenti ormoni NON è coinvolto nella regolazione del ciclo mestruale?,Grelina,Estrogeno,Ormone follicolo-stimolante,Ormone luteinizzante,Progesterone
Qual è la principale forza motrice dell'evoluzione adattativa?,La selezione naturale,La deriva genetica,La mutazione,Il flusso genico,La meiosi
Quale dei seguenti è un esempio di epistasi dominante?,"Colore dei fiori dei raperonzoli, in cui il colore rosso maschera l'espressione degli alleli nel locus genico per il colore bianco",Albinismo negli esseri umani,Gruppi sanguigni negli esseri umani,Colore del mantello nei topi (dove il colore nero è dominante rispetto al marrone),Colore del mantello del Labrador
Qual è la coppia cromosomica sessuale tipica per gli individui di sesso femminile?,XX,XY,YY,XXY,XYY
"Come sono definite le cellule staminali che sono in grado di differenziarsi in tutti i tipi di cellule presenti nel corpo umano, e possono dare origine ad un organismo completo?",Cellule Staminali Totipotenti,Cellule Staminali Pluripotenti,Cellule Staminali Multipotenti,Cellule Staminali Oligopotenti,Cellule Staminali Unipotenti
"Nell'ereditarietà autosomica recessiva, la possibilità che due portatori abbiano un figlio non affetto è del:",0.25,0.75,0.5,1,0
"Quale strato germinale dà origine ai reni, alle gonadi e alle ghiandole surrenali?",Mesoderma,Ectoderma,Epidermide,Endoderma,Derma
Indicare quale delle seguenti strutture non fa parte dell'apparato escretore?,Tube di Falloppio,Reni,Vescica,Ureteri,Uretra
Il ventricolo destro indirizza il sangue verso:,l'arteria polmonare,l'aorta,la vena cava,l'arteria femorale,l'atrio destro
Come si chiamano le proteine che svolgono un ruolo importante nell'organizzazione della cromatina del DNA?,Proteine istoniche,Proteine prioniche,Proteine Tau,Fattori di trascrizione,Recettori nucleari
"Il daltonismo è un esempio di disturbo recessivo X-linked. Se un maschio affetto da daltonismo ha un figlio con una femmina portatrice, qual è la probabilità che la figlia sia daltonica?",0.25,0,0.5,0.75,1
Quale ormone svolge un ruolo fondamentale nella regolazione del meccanismo di moltiplicazione controcorrente?,ADH,Ormone tiroideo,Insulina,Calcitonina,FSH
Quale frase NON è corretta riguardo alla diversità degli invertebrati?,Tutti gli invertebrati hanno la stessa struttura e morfologia corporea,"Gli invertebrati abitano un'ampia gamma di habitat, compresi gli ambienti terrestri, d'acqua dolce e marini",Gli invertebrati rappresentano la maggior parte delle specie animali sulla Terra,Gli invertebrati presentano una notevole diversità in termini di ruoli ecologici,Gli insetti sono tra gli invertebrati più diffusi sul pianeta Terra
Qual è il termine che indica un cambiamento nelle frequenze alleliche dovuto al movimento di individui tra popolazioni?,Flusso genico,Deriva genetica,Fitness,Selezione naturale,Migrazione
L'acondroplasia è una malattia autosomica dominante caratterizzata da:,bassa statura e arti sproporzionati,alta statura e arti sproporzionati,bassa statura e crescita sproporzionata dei capelli,bassa statura e perdita dei capelli,statura sporporzionata e perdita dei capelli
La valvola semilunare aortica:,collega il ventricolo sinistro all'aorta,collega il ventricolo destro all'aorta,collega l'atrio destro all'aorta,collega l'atrio sinistro all'aorta,collega l'arteria polmonare all'aorta
"Quali proteine sono implicate nella malattia conosciuta come ""morbo della mucca pazza""?",Proteine prioniche,Enzimi,Proteine di membrana,Pompe ioniche,Chaperon molecolari
"Se due individui non affetti hanno un figlio affetto da un disturbo autosomico recessivo, i loro genotipi sono molto probabilmente:",portatori eterozigoti,omozigote dominante,omozigoti recessivi,eterozigote dominante,con due cromosomi Y
Qual è il ruolo dei vasa recta nel meccanismo controcorrente?,Mantenimento del gradiente osmotico,Filtrazione del sangue,Regolazione della pressione sanguigna,Riassorbimento di acqua e soluti,Regolazione dell'aldosterone
Quale delle seguenti strutture NON appartiene alle vie respiratorie inferiori?,Faringe,Trachea,Bronchi,Bronchioli,Polmoni
In che cosa differisce l'epistasi dalla dominanza?,"L'epistasi comporta l'interazione di più geni, mentre la dominanza comporta l'interazione di alleli in un singolo locus genico","L'epistasi è una forma di dominanza incompleta, mentre la dominanza è una forma di dominanza completa","L'epistasi non comporta la modifica dell'espressione genica, mentre la dominanza si","L'epistasi si verifica nelle piante, mentre la dominanza si verifica negli animali","L'epistasi si ha quando due geni sono associati, la dominanza solo con geni indipendenti"
Quale delle seguenti informazioni sul peritoneo è FALSA?,È la membrana che protegge e riveste il cuore,È una sottile membrana sierosa,Ricopre gli organi nella cavità addominale,Sono presenti delle pieghe peritoneali,È costituito da due foglietti continui
Quale strato germinale contribuisce alla formazione della pelle e dei suoi derivati?,Ectoderma,Mesoderma,Endoderma,Epidermide,Derma
"In un disturbo autosomico recessivo, un individuo affetto deve avere:",almeno un genitore portatore,almeno un genitore affetto,entrambi i genitori affetti,entrambi i genitori non affetti,almeno un genitore non affetto
"Nel sistema di classificazione gerarchica degli organismi, ogni Classe viene suddiviso in:",Ordini,Classi,Famiglie,Generi,Specie
Nella trasmissione di patologie virali e batteriche con quale termine viene indicato un oggetto contaminato attraverso il quale si può diffondere la malattia?,Veicolo,Vettore,Virus,Batterio,Antigene patogeno
La presenza della mielina:,aumenta la velocità di conduzione dell'impulso nervoso,riduce la velocità di conduzione dell'impulso nervoso,impedisce la conduzione dell'impulso nervoso,riduce quasi totalmente la velocità di conduzione dell'impulso nervoso,non influenza la velocità di conduzione dell'impulso nervoso
"La malattia di Tay-Sachs è un disturbo autosomico recessivo che colpisce il sistema nervoso. Se due portatori della malattia di Tay-Sachs hanno un figlio, qual è la probabilità che il bambino sia portatore?",0.5,0,0.25,0.75,1
Quale delle seguenti affermazioni sulle vene è FALSA?,Sono meno numerose rispetto alle arterie,"Vengono suddivise in venule, vene contentive e vene propulsive",Trasportano il sangue a bassa pressione,Hanno la parete più sottile rispetto alle arterie,Presentano valvole a nido di rondine per impedire il reflusso
Quale frase NON è corretta riguardo all'escrezione degli invertebrati?,Gli invertebrati sono privi di sistemi escretori,Gli invertebrati espellono i prodotti di scarto attraverso organi specializzati,Possono eliminare i rifiuti attraverso processi come la diffusione o l'esocitosi,Alcuni invertebrati hanno strutture escretrici chiamate tubuli di Malpighiani,Molti invertebrati presentano i nefridi come organi escretori
